Transaction_ID,Customer_ID,Date,Customer_Age,Gender,Country,Product_Category,Purchase_Amount,Quantity,Rating,Payment_Method,Order_Status
TXN-10524,CUST-323,"Jan 10, 2024",74,Femal,France,,-$136.24,3,1.6,CC,completed
TXN-10525,CUST-222,03-29-2022,62,MALE,us,Clothing,333.33,three,3.7,bank_transfer,Completed
TXN-10526, CUST_144 ,"Mar 16, 2023",30,Other,DE,,565.96,10,2.0,CC,canceled
TXN-10527,CUST-159,2023/04/06,54,male,Great Britain,,63.83,2,1.2,paypal,Returned
TXN-10528,CUST-128,,26,Male,DE,Home & Kitchen,183.41,,99.0,paypal,Cancelled
TXN-10529,CUST-189,13/06/2024,68,F,Canada,Apparel,€244.96,7,4.1,,completed
TXN-10530, CUST_170 ,2024-01-26,23,Male,FR,Home & Kitchen,39.85,7,2.2,Credit Card,Cancelled
TXN-10531,CUST-183,11-06-2023,67,MALE,FR,Books,491.29,2,4.1,bank_transfer,canceled
TXN-10532,CUST-277,"Mar 06, 2023",40,male,us,Electronics,248.56 USD,,1.4,credit_card,canceled
TXN-10533,CUST-232,2023/02/18,28,F,United Kingdom,,20.37,9,1.8,paypal,pending
TXN-10534, CUST_164 ,2023-08-25,60,F,FR,Beauty,356.94,3,4.1,credit_card,Pending
TXN-10535,CUST-237,02/02/2022,74,female,germany,electronics,79.6,3,1.9,paypal,Pending
TXN-10536,CUST-160,09-02-2024,37,M,usa,electronics,400.34,2,2.7,Wire Transfer,canceled
TXN-10537,CUST-115,2024/03/29,-1,Other,CA,Electronics,582.8,3,4.0,CC,Cancelled
TXN-10538,CUST-319,"Aug 11, 2023",45,Other,France,,22.06,9,3.7,,Cancelled
TXN-10539,,"Jul 29, 2022",-1,Female,FR, beauty ,$481.25,3,3.1,Cash,canceled
TXN-10540,CUST-395,31/01/2023,53,Femal,france,Books,581.7,8,4.6,Credit Card,completed
TXN-10309,CUST-354,2022/12/03,41,Female,france,books,347.21,7,1.0,Cash,Cancelled
TXN-10542,CUST-284,10-17-2023,,M,U.S.A.,Clothing,233.76,7,2.4,bank_transfer,Pending
TXN-10543, CUST_390 ,2022/04/17,24,  Female  ,United States,Home,74.36,10,4.2,bank_transfer,pending
TXN-10544, CUST_180 ,2024/04/26,61,,germany,Home,252.29,3,3.4,bank_transfer,completed
TXN-10545,CUST-152,11/07/2022,31,female,U.S.A.,Books,78.25,,,CC,Cancelled
TXN-10546,,"Sep 13, 2024",60,female,usa,Beauty,594.02,5,2.2,Wire Transfer,canceled
TXN-10547,,08-27-2022,47,Femal,CA,Home,571.77,2,3.1,Credit Card,COMPLETE
TXN-10548, CUST_106 ,"Mar 13, 2022",66,M,Great Britain,Books,,1,99.0,Wire Transfer,COMPLETE
TXN-10549,CUST-341,2023-06-15,42,female,United States,Electronics,449.23,4,1.1,Credit Card,canceled
TXN-10550,CUST-176,"May 30, 2024",66,male,FR,Beauty & Health,170.34,6,,bank_transfer,Refunded
TXN-10551, CUST_118 ,24/04/2022,43,male,Deutschland,home,553.42,3,4.2,PayPal,pending
TXN-10552,CUST-314,2023-05-05,75,Other,UK,electronics,$426.02,8,1.7,PayPal,canceled
TXN-10553,CUST-227,14/07/2024,61,M,United Kingdom, beauty ,$343.22,,3.7,PayPal,Returned
TXN-10554,CUST-263,07-30-2022,45,MALE,uk,Home & Kitchen,164.86,3,2.1,Wire Transfer,Refunded
TXN-10555,CUST-139,"Dec 28, 2023",52,M,UK,Apparel,28.57,,,credit_card,Returned
TXN-10556,CUST-161,08-12-2023,49 yrs,Female,uk,Electronics,129.21,8,3.2,Wire Transfer,canceled
TXN-10557,CUST-126,"May 30, 2023",55,male,usa,Books,256.91,5,2.0,Credit Card,completed
, CUST_364 ,08/01/2022,,male,usa,Books,216.28 USD,10,2.3,Credit Card,Pending
TXN-10559,CUST-305,"Apr 24, 2024",29,M,FR,books,445.52,3,3.9,paypal,COMPLETE
TXN-10560, CUST_338 ,2022/09/10,41,MALE,Deutschland,Home & Kitchen,$433.48,4,4.6,Credit Card,Completed
TXN-10561,CUST-259,"Aug 06, 2023",50,F,UK,electronics,199.8,2,0.0,credit_card,Pending
TXN-10562,CUST-383,2023-08-13,57,M,france,Clothing,169.27,6,3.1,Credit Card,COMPLETE
TXN-10563,CUST-288,"Oct 22, 2022",43,M,UK,electronics,168.24,-1,4.4,credit_card,Cancelled
TXN-10564,CUST-388,05-12-2024,59,Male,France,home,,1,2.0,Credit Card,completed
TXN-10565,CUST-224,23/04/2024,49,M,france,CLOTHING,$130.20,9,4.6,,COMPLETE
TXN-10566,CUST-352,2022/07/03,31,  Female  ,United Kingdom,Books,42.29,1,3.7,PayPal,completed
,CUST-200,"Apr 14, 2023",23,  Female  ,usa,CLOTHING,240.29,3,3.4,Wire Transfer,pending
TXN-10568,CUST-379,2022/07/07,59,Male,,CLOTHING,529.6,9,1.3,Credit Card,Completed
TXN-10174,CUST-225,2023-12-17,27,M,UK,Beauty,$406.41,7,3.3,CC,canceled
TXN-10570, CUST_309 ,10/06/2024,42,,USA,Beauty,70.48,,3.7,CC,completed
TXN-10571,,2023/10/06,48,M,,Electronics,296.32,3,,Credit Card,completed
TXN-10572,CUST-104,2024-07-27,,Other,Deutschland,Apparel,$116.91,3,3.9,CC,Returned
TXN-10573,CUST-100,10/01/2024,44,Other,Deutschland,books,470.47,7,2.1,Wire Transfer,Pending
TXN-10574,CUST-292,2023/02/26,43,MALE,USA,,543.23,5,3.1,credit_card,Completed
TXN-10575,CUST-257,2023-01-13,71,M,FR,CLOTHING,369.34,5,1.2,bank_transfer,Cancelled
TXN-10576, CUST_371 ,06-01-2023,69,Female,canada,Apparel,351.68,7,3.6,Wire Transfer,Pending
TXN-10577,CUST-314,06-18-2022,-5,Other,usa,Electronics,$99.53,10,1.6,Credit Card,Completed
TXN-10578,CUST-130,"Feb 15, 2022",43,male,,Home & Kitchen,228.5,1,4.8,CC,COMPLETE
TXN-10579,CUST-172,,18,M,Germany,Books,488.08,1,1.5,bank_transfer,Completed
TXN-10580,CUST-147,"Nov 23, 2023",26,,Deutschland,Apparel,€32.04,2,2.3,bank_transfer,Cancelled
TXN-10581, CUST_218 ,"Feb 03, 2024",42,MALE,Germany,Beauty & Health,430.57 USD,10,1.7,credit_card,Pending
TXN-10582,CUST-366,2023-02-11,18,Femal,uk,Home & Kitchen,489.54,7,4.5,PayPal,Cancelled
TXN-10583,CUST-290,,60,Femal,Germany, Electronics ,583.82,5,4.7,bank_transfer,Cancelled
TXN-10584,CUST-143,28/07/2024,67,MALE,uk,electronics,204.04,2,1.4,credit_card,pending
TXN-10585,CUST-358,"Feb 06, 2024",45 yrs,  Female  ,us, Electronics ,-$147.18,6,4.9,bank_transfer,Returned
TXN-10586, CUST_301 ,2022-03-11,58,Other,United States,books,469.03 USD,6,4.2,CC,completed
TXN-10587, CUST_390 ,"Sep 06, 2022",69,Femal,Great Britain,Beauty,468.8,3,3.7,PayPal,
TXN-10588, CUST_166 ,04-20-2024,46,  Female  ,FR,Beauty,157.21,9,3.2,Credit Card,Completed
TXN-10589,CUST-233,2022-06-24,67,M,United Kingdom,electronics,291.26,9,2.5,credit_card,Completed
TXN-10590,CUST-301,07-01-2022,39,MALE,Canada, Electronics ,$456.20,8,3.3,Cash,COMPLETE
TXN-10591,,"Jan 30, 2024",41,Male,france,books,10.39 USD,7,4.8,Wire Transfer,Completed
TXN-10592,CUST-239,2023-11-19,29,Other,usa,Home,148.51,10,3.2,paypal,COMPLETE
TXN-10593,CUST-203,"Jun 07, 2022",52,female,,Beauty,133.82 USD,4,2.9,credit_card,Returned
TXN-10594, CUST_399 ,2022-08-10,73,Femal,USA,Electronics,229.89,5.0,1.7,credit_card,Refunded
TXN-10595, CUST_154 ,30/06/2023,27,female,Deutschland,Home & Kitchen,54.8,1,1.3,CC,canceled
TXN-10596, CUST_338 ,2022/02/18,,F,USA,home,178.98,3,2.3,CC,Cancelled
TXN-10597,CUST-161,2024-01-04,63,Male,Great Britain,electronics,93.55,3,,Cash,Pending
TXN-10598,CUST-206,"Nov 12, 2022",30,M,france,Beauty & Health,$137.75,1,4.2,paypal,canceled
TXN-10599,CUST-337,2022-01-05,57,Other,us, Electronics ,277.5,2,4.6,bank_transfer,Returned
TXN-10600,CUST-161,25/02/2024,47,M,United States,Beauty,355.84,4,4.5,Cash,COMPLETE
TXN-10601, CUST_255 ,19/01/2023,47,female,Deutschland,books,42.8,1,3.5,paypal,
TXN-10602,CUST-120,"Jan 17, 2022",25,M,us,Home & Kitchen,9.81,8,3.6,CC,Returned
TXN-10603,CUST-267,,47,,Deutschland,Clothing,,5,5.0,PayPal,
TXN-10604, CUST_227 ,,74,MALE,Germany,Home,150.1,8,4.8,Credit Card,Cancelled
TXN-10605,CUST-302,2023-11-28,41,Femal,us,,264.09,2,2.1,paypal,canceled
,CUST-253,2024-06-22,39,MALE,uk, Electronics ,$105.22,10,4.5,Wire Transfer,completed
TXN-10607,CUST-189,30/04/2024,67,Female,USA,Beauty,483.61,,4.9,Wire Transfer,Pending
TXN-10608, CUST_307 ,"Feb 15, 2022",52,Femal,FR, Electronics ,40.57,4,1.0,credit_card,completed
TXN-10609,CUST-384,04-15-2024,36,Female,Deutschland,CLOTHING,323.87,5,4.7,CC,completed
TXN-10610,CUST-227,04/10/2023,19,male,france,electronics,56.04,9,4.7,credit_card,COMPLETE
TXN-10611,,2024/08/14,37,Male,canada,electronics,51.31 USD,6,4.9,paypal,completed
TXN-10612,CUST-171,2023-03-15,56,Femal,,Beauty,$41.81,9,4.6,paypal,Completed
TXN-10613, CUST_131 ,04-19-2022,64,Femal,DE,CLOTHING,245.88 USD,10,,paypal,Pending
TXN-10614,CUST-213,"Jan 16, 2022",,female,United Kingdom,Electronics,380.63,2,3.4,paypal,canceled
TXN-10615, CUST_305 ,"Jan 13, 2022",33,  Female  ,FR, beauty ,13.8,2,2.8,CC,Pending
TXN-10616,CUST-143,2022-08-14,52,Male,FR,electronics,51.18,10,1.3,Credit Card,pending
TXN-10617,CUST-232,2022/10/13,-1,MALE,FR,Electronics,31.98,6,1.8,Wire Transfer,Returned
TXN-10618,CUST-138,10/03/2022,45,F,france, Electronics ,380.36,8,2.0,CC,Pending
TXN-10619, CUST_133 ,2024/02/25,40,  Female  ,UK,Apparel,184.21,4,1.4,paypal,Cancelled
TXN-10620, CUST_327 ,2022/04/15,62,male,CA,Electronics,275.21,2,4.4,bank_transfer,pending
TXN-10621,CUST-147,2024/08/02,70,  Female  ,France, Electronics ,-$132.04,7,4.2,PayPal,Pending
TXN-10622,CUST-269,2024-09-09,64,Male,Canada,home,6.37,1,2.0,Cash,Refunded
TXN-10623, CUST_336 ,"Oct 09, 2023",54,  Female  ,France,electronics,494.07,6,3.7,CC,COMPLETE
TXN-10624, CUST_393 ,22/09/2024,22,MALE,france,,150.41,3,4.7,credit_card,pending
TXN-10625,CUST-302,10-13-2023,20,Other,France,Beauty & Health,47.9,7,,PayPal,Completed
TXN-10626,CUST-295,"Nov 14, 2023",64,Other,canada,Clothing,111.63,9,3.2,paypal,Refunded
TXN-10627,CUST-188,2022/01/19,74,F,us, Electronics ,12.28,9,3.8,bank_transfer,Cancelled
TXN-10628,CUST-195,"Apr 05, 2023",50,,DE,books,,7,2.0,paypal,Pending
TXN-10629,CUST-328,30/01/2024,23,male,Canada,CLOTHING,$36.57,9,4.9,PayPal,completed
TXN-10630,CUST-117,2023-12-23,58,MALE,CA,Electronics,261.88,7,1.1,PayPal,COMPLETE
TXN-10631,CUST-225,2023-09-24,45,  Female  ,france,Apparel,389.98,6,3.5,credit_card,Cancelled
TXN-10632,CUST-355,"Jan 26, 2024",29,,Deutschland,Beauty & Health,546.42,3,4.5,CC,Refunded
TXN-10633,CUST-381,2023-09-27,34,Other,,Home,,3,1.4,bank_transfer,Cancelled
TXN-10634,CUST-144,"Jan 19, 2023",65,M,U.S.A.,Home & Kitchen,499.41,9,,Credit Card,completed
TXN-10635,CUST-170,"Jun 05, 2022",71,Femal,,Clothing,$373.04,3,2.8,Cash,Cancelled
TXN-10636,CUST-369,08/02/2022,25,MALE,Canada,Beauty,$396.25,3,2.0,CC,
TXN-10637,CUST-378,"Sep 05, 2023",54,female,DE,Beauty,,1,,Credit Card,Pending
TXN-10638,CUST-295,03/12/2022,37,Female,France,Home & Kitchen,26.82,2,4.8,CC,canceled
TXN-10639,CUST-283,2023-10-22,52,Femal,UK,Apparel,157.38,3,4.5,CC,Returned
TXN-10640,CUST-348,03-01-2023,33,Female,Germany, Electronics ,342.0,4,4.0,credit_card,completed
TXN-10641,CUST-389,08-23-2022,21,,FR,Home & Kitchen,,,3.1,paypal,canceled
TXN-10642,CUST-298,2022/07/30,48,M,france, beauty ,244.07,9,1.6,PayPal,pending
TXN-10643,CUST-113,28/07/2024,45,Other,U.S.A.,Home & Kitchen,127.45,9,4.5,paypal,pending
TXN-10644,CUST-212,14/12/2023,62,M,CA,Electronics,88.69,7,1.8,bank_transfer,completed
TXN-10645, CUST_243 ,2023/01/26,35,Other,France,electronics,$76.95,7,,paypal,COMPLETE
TXN-10646, CUST_341 ,2023-03-29,20,Female,usa,Electronics,,9,1.5,credit_card,Returned
TXN-10647,CUST-399,2023-05-19,29,,CA,Beauty & Health,143.1,,0.0,bank_transfer,Returned
TXN-10648,CUST-181,23/02/2022,35,Male,us,books,82.64,5,4.4,Credit Card,Completed
TXN-10649, CUST_223 ,2022-05-09,,MALE,U.S.A.,Beauty & Health,33.08,9,3.0,PayPal,completed
TXN-10650,CUST-128,17/07/2023,68,Female,Deutschland, beauty ,394.73,5,1.2,CC,pending
TXN-10651,CUST-212,"Mar 22, 2022",26,M,us,Clothing,$334.99,10,1.3,Cash,Refunded
TXN-10652,CUST-298,15/11/2022,47,MALE,FR,Home & Kitchen,32.58,10,2.2,paypal,pending
,CUST-188,"Sep 08, 2022",58,MALE,us,Home & Kitchen,-$154.05,3,3.0,bank_transfer,Pending
TXN-10654, CUST_262 ,09-12-2022,32,F,france, Electronics ,€160.31,three,2.5,bank_transfer,completed
TXN-10655,CUST-283,05/04/2023,63,F,U.S.A.,Beauty,59.50 USD,2,2.3,PayPal,Cancelled
TXN-10656,CUST-114,"Mar 11, 2024",22,female,UK,books,95.41 USD,6,1.3,Cash,Cancelled
TXN-10657,CUST-280,09-22-2024,64,  Female  ,canada,Home,$195.63,6,1.7,credit_card,COMPLETE
TXN-10658,CUST-388,"Jun 21, 2022",70,F,france, Electronics ,478.98,3,3.7,Wire Transfer,canceled
TXN-10659, CUST_196 ,2023/06/02,44,F,United States,Electronics,$369.14,10,1.6,CC,Cancelled
TXN-10660,CUST-352,18/02/2024,39,Other,Great Britain, beauty ,€417.88,9,4.7,bank_transfer,Completed
TXN-10661,CUST-189,"Mar 23, 2024",48,female,DE,Beauty,173.57,5,3.2,Wire Transfer,COMPLETE
TXN-10662,CUST-146,,18,Female,U.S.A.,CLOTHING,$159.10,-1,1.2,Cash,Returned
TXN-10663, CUST_212 ,2024-05-24,38,Male,FR,Beauty,182.55,5,4.3,Cash,pending
TXN-10664, CUST_344 ,08-01-2024,46,female,Germany, Electronics ,367.6,7,2.6,credit_card,pending
TXN-10665, CUST_203 ,2022/06/06,72,  Female  ,United States,Apparel,7.96,3,3.4,credit_card,Cancelled
TXN-10666,,"Sep 21, 2022",31,Femal,France,Books,€260.88,6,1.7,,canceled
TXN-10667,,04-10-2023,28,,france,Home & Kitchen,164.24,2,1.6,CC,completed
TXN-10668, CUST_175 ,"Sep 13, 2023",34,female,DE,Home,439.16,10,3.1,CC,Pending
TXN-10669,CUST-172,"May 20, 2022",60,M,USA, beauty ,217.18,5,4.5,paypal,Returned
TXN-10670,CUST-369,27/07/2024,23,Female,USA,Books,275.02,5,1.2,PayPal,Cancelled
TXN-10671,CUST-137,,53,Female,United States,Home,376.94,6,10.0,Credit Card,Completed
TXN-10672,CUST-302,01-18-2024,23,M,Deutschland,books,149.29,2,1.7,credit_card,Completed
TXN-10673,CUST-272,"Aug 05, 2024",51,  Female  ,germany,Electronics,332.34,7,3.2,Wire Transfer,completed
TXN-10674,CUST-169,09-20-2024,36,Femal,United States,CLOTHING,110.52,2,1.4,credit_card,Cancelled
TXN-10675,,2022/11/12,46,Femal,United Kingdom,,143.07,8,4.5,PayPal,Refunded
TXN-10676,CUST-349,2024-06-25,19,female,Great Britain,electronics,465.77,7,1.6,paypal,COMPLETE
TXN-10677,CUST-189,"May 08, 2022",55,M,canada,Apparel,110.65,1,,bank_transfer,Cancelled
TXN-10678,CUST-387,16/06/2022,40,male,France,Home,576.09,1,4.8,Cash,Pending
TXN-10679,CUST-282,09-07-2024,44,Male,FR, Electronics ,202.85,4,4.9,credit_card,Completed
TXN-10680,CUST-189,02-09-2024,19,Femal,Great Britain,CLOTHING,164.17,9,2.8,bank_transfer,pending
TXN-10681,CUST-250,05-16-2023,36,MALE,,Beauty,237.1,1,2.9,Credit Card,Refunded
TXN-10682, CUST_100 ,"Oct 29, 2023",49,F,France,Electronics,$395.89,7,2.7,Cash,
TXN-10683,CUST-393,24/01/2024,42,male,France,Home & Kitchen,308.98,1,3.7,Wire Transfer,Returned
TXN-10684,CUST-390,02-05-2022,26,MALE,Great Britain,Beauty,252.85,-1,2.9,credit_card,Pending
TXN-10685, CUST_262 ,2023-11-24,72,MALE,uk, Electronics ,163.63,10,4.0,Wire Transfer,Returned
TXN-10686,CUST-213,23/10/2023,43,Femal,Canada, Electronics ,224.84,3,3.9,PayPal,Completed
TXN-10687,CUST-153,12/04/2023,25,Femal,FR,Beauty,426.01 USD,5,3.0,Cash,Refunded
TXN-10688,CUST-172,2023/09/09,29,Female,DE, beauty ,99.76,9,2.8,bank_transfer,COMPLETE
TXN-10689,CUST-139,11/05/2024,67,Other,,Beauty & Health,467.59,9,2.1,Cash,
TXN-10690,CUST-263,,65,F,DE, Electronics ,554.66,4,4.8,PayPal,Pending
TXN-10691, CUST_145 ,"Oct 22, 2023",53,F,United States,Books,433.21,10,,,Pending
TXN-10692,CUST-271,2023-08-24,66,male,france,Electronics,206.15,7,3.1,credit_card,Returned
TXN-10693,CUST-235,"Jul 13, 2022",75,male,USA,books,420.75,1,2.1,bank_transfer,completed
TXN-10694,CUST-134,03-14-2023,38,Male,CA,Beauty,247.59,9,4.3,Wire Transfer,canceled
TXN-10695,CUST-155,2023/05/28,58,Femal,usa, beauty ,529.01,7,4.9,PayPal,Refunded
TXN-10696,CUST-124,2023/01/27,74,male,us,electronics,533.49,1,2.5,paypal,Pending
TXN-10697,CUST-314,2023-02-26,58,M,Canada,Beauty & Health,96.69,9,4.6,Credit Card,Completed
TXN-10698,CUST-311,08-10-2023,38,Male,United States,Beauty,456.28 USD,5,4.8,credit_card,Refunded
TXN-10699,CUST-293,03/10/2022,52,Male,uk,home,236.01,,4.2,paypal,pending
TXN-10700,CUST-292,02-12-2023,72,F,CA, Electronics ,94.69,5,3.0,paypal,canceled
TXN-10701, CUST_345 ,,66,F,france,Electronics,$242.66,2,1.1,Wire Transfer,Refunded
TXN-10702,CUST-395,2023-05-19,70,male,United States,Home & Kitchen,$234.26,6,1.9,bank_transfer,
TXN-10703,CUST-215,"Mar 03, 2024",28,,,Clothing,560.74,8,3.8,Cash,Completed
TXN-10433, CUST_137 ,11-02-2023,29,F,Canada,Books,448.24,6,1.2,Credit Card,Cancelled
TXN-10705,CUST-117,24/06/2022,18,Other,USA,home,138.64,9,2.8,Credit Card,pending
TXN-10706,CUST-263,22/12/2023,39,Male,,home,€470.69,8,3.7,paypal,Pending
TXN-10707,CUST-153,2022/07/06,59,Female,us,Beauty & Health,€278.78,6,3.2,credit_card,Refunded
TXN-10708, CUST_187 ,2023/04/07,24,Femal,france,home,260.35,5,4.2,bank_transfer,Cancelled
TXN-10709,CUST-182,10/07/2022,59,MALE,FR,Beauty,20.55,1,1.1,paypal,Refunded
TXN-10710,CUST-380,07/07/2022,44,Other,Germany,Electronics,239.01,10,4.2,credit_card,Pending
TXN-10711,CUST-147,"Jul 12, 2024",58,  Female  ,U.S.A.,Home & Kitchen,181.14,7,,credit_card,pending
TXN-10712,CUST-347,2024/07/23,,Other,France,Beauty,385.15,,1.6,Credit Card,Completed
TXN-10713,CUST-320,14/10/2023,57,male,france,,452.47,8,2.2,PayPal,Cancelled
TXN-10714,CUST-184,"Mar 29, 2022",23,female,United Kingdom, beauty ,473.46,7,3.4,credit_card,canceled
TXN-10715,CUST-322,03-07-2022,64,  Female  ,Canada,Electronics,-$28.27,3,3.7,Wire Transfer,Returned
TXN-10716, CUST_151 ,,19,Other,Great Britain, Electronics ,405.92,1,4.2,Credit Card,Pending
TXN-10717,CUST-197,2023-05-12,33,female,canada,CLOTHING,65.4,4,4.9,bank_transfer,Completed
TXN-10718,CUST-383,,58,,Canada,books,311.59,5,2.2,credit_card,Returned
TXN-10719,CUST-376,2024-09-05,23,M,us,electronics,$236.33,2,2.9,bank_transfer,canceled
TXN-10720,CUST-244,2024-03-19,19,MALE,France, Electronics ,,3,4.4,paypal,Completed
TXN-10721,CUST-149,2023-06-19,74,  Female  ,canada,Electronics,,6,,paypal,Cancelled
TXN-10722, CUST_392 ,06-17-2023,42,Femal,Germany,Home & Kitchen,287.02,3,2.7,bank_transfer,completed
TXN-10723,,04-30-2023,73,Female,us,Books,285.56,6,2.1,Credit Card,COMPLETE
TXN-10724, CUST_284 ,12-11-2022,28,female,us,home,$416.75,3,2.8,bank_transfer,canceled
TXN-10725, CUST_144 ,12-18-2022,64,Female,, beauty ,,6,4.4,credit_card,pending
TXN-10726,CUST-345,08-21-2024,29,M,U.S.A.,Home,$272.79,4,2.4,Wire Transfer,Returned
TXN-10727,,2023/01/23,63,Male,FR,Beauty & Health,291.77,1,2.2,bank_transfer,Completed
TXN-10728,CUST-249,12-31-2022,38,Other,Deutschland, beauty ,428.39,8,3.1,CC,Returned
TXN-10729,CUST-342,"Jan 04, 2022",22,M,UK,Electronics,88.26,6,2.1,credit_card,Completed
TXN-10730,,16/02/2023,31,MALE,Germany,Clothing,346.44,2,3.0,CC,pending
TXN-10731,,,47,male,DE,Beauty & Health,$489.81,7,1.7,Credit Card,Cancelled
TXN-10732,CUST-235,06-28-2023,56,F,France,Books,241.95,5,4.4,PayPal,Refunded
TXN-10733, CUST_378 ,09/02/2024,33,Other,uk, beauty ,$386.42,10,1.7,Cash,Completed
TXN-10734,CUST-289,"Sep 26, 2023",47,MALE,U.S.A.,Books,268.0,8,2.3,PayPal,
TXN-10049,CUST-289,08/11/2023,25,male,United States,Electronics,$324.80,5,4.7,credit_card,Completed
TXN-10736,,,71,  Female  ,Great Britain,Beauty,450.46,7,1.0,credit_card,Completed
TXN-10737,CUST-338,08-22-2024,28,female,Canada,Electronics,381.54,,4.6,PayPal,Returned
TXN-10738,CUST-237,,64,Female,,Home,423.01,1,3.5,Cash,Cancelled
TXN-10739,CUST-177,02-16-2022,18,Male,United Kingdom,Clothing,246.25,6,3.3,Cash,Refunded
TXN-10740,CUST-149,2022/08/28,61,Femal,uk,Beauty & Health,118.8,-1,4.4,Credit Card,Pending
TXN-10741, CUST_276 ,2024/01/27,73,male,Great Britain,electronics,$77.96,10,2.7,paypal,Refunded
TXN-10742,CUST-311,"Dec 23, 2022",48,,FR,Home,517.04,2,,bank_transfer,canceled
TXN-10743,CUST-216,"Aug 22, 2024",22,female,FR,home,540.07,2,3.5,Wire Transfer,Pending
TXN-10744,CUST-298,2024-05-27,34,MALE,UK,Beauty,,6,1.8,paypal,Completed
TXN-10745,CUST-314,2022/10/28,52,Femal,uk,books,345.73,3,0.0,Cash,pending
TXN-10746,CUST-343,2022/05/27,67,F,Germany, Electronics ,400.64,5,4.8,Wire Transfer,completed
TXN-10747,CUST-220,2024/03/14,52,F,U.S.A.,CLOTHING,70.35,5,1.1,Credit Card,Cancelled
TXN-10748,CUST-140,,46,Femal,germany,Books,423.0,3,3.9,PayPal,canceled
TXN-10749,CUST-117,03-31-2022,64,Other,CA,Electronics,178.82,2,1.4,Credit Card,Returned
TXN-10750,CUST-364,"Jul 16, 2023",69 yrs,M,Great Britain,Apparel,374.15,5,1.6,Cash,completed
TXN-10751,CUST-175,2023-04-02,70,,Deutschland,books,404.98,3,2.4,PayPal,Completed
TXN-10752, CUST_329 ,08/07/2023,20,female,germany,books,533.96,4,1.2,Cash,COMPLETE
TXN-10753, CUST_185 ,2022-06-24,63,MALE,DE,home,171.03 USD,6,3.2,Wire Transfer,Returned
TXN-10754,CUST-198,2024-01-03,58,F,UK,CLOTHING,24.55,8,1.2,Wire Transfer,COMPLETE
TXN-10755, CUST_316 ,08-09-2024,45,M,UK,books,68.92,8,4.8,Cash,completed
TXN-10756, CUST_322 ,02-24-2024,24,Other,USA,Clothing,465.15,7,1.9,PayPal,Completed
TXN-10757,CUST-175,"Sep 21, 2022",34,female,FR,CLOTHING,,10,4.4,credit_card,Cancelled
TXN-10758,CUST-232,2023-11-18,55,M,germany,home,432.46,8,2.6,Wire Transfer,Completed
TXN-10759,CUST-134,2024/08/02,25,Male,canada,electronics,166.9,,,bank_transfer,COMPLETE
TXN-10760, CUST_384 ,2023-05-19,41,F,Germany,,458.04,10,2.8,credit_card,pending
TXN-10761,CUST-266,07/12/2022,39,F,usa,home,$120.95,4,4.1,Cash,COMPLETE
TXN-10762,CUST-366,2024/02/24,33,male,usa, beauty ,€143.23,5,99.0,credit_card,Refunded
TXN-10763,CUST-106,"Dec 18, 2022",31,  Female  ,usa,home,401.2,7,2.5,bank_transfer,Completed
TXN-10764,CUST-400,"Jan 31, 2024",39,M,France,Home,395.79,8,3.5,PayPal,Pending
TXN-10765,CUST-314,2024/03/14,22,  Female  ,usa,Home,345.97 USD,7,4.7,Credit Card,COMPLETE
TXN-10766, CUST_176 ,24/03/2023,63,Femal,USA,Electronics,64.73,3,2.2,credit_card,Returned
TXN-10767, CUST_398 ,04-29-2022,33,Other,Germany,Home,,1,2.4,bank_transfer,canceled
TXN-10768,CUST-151,04-02-2022,39,Other,CA,Home & Kitchen,479.3,5,3.3,paypal,canceled
TXN-10769,CUST-388,17/08/2024,46,Male,United States,Electronics,€366.90,1,1.1,Wire Transfer,Completed
TXN-10770,CUST-246,2022/04/29,46,Other,UK,home,519.66,4,4.6,PayPal,canceled
TXN-10771,CUST-276,05-23-2024,54,  Female  ,USA,Books,133.82,2,3.5,paypal,Returned
TXN-10772,CUST-235,2023-08-14,20,MALE,DE, beauty ,-$57.70,6,3.8,Cash,Cancelled
TXN-10773,CUST-348,2023/08/28,27,,germany,Clothing,66.72,8,0.0,Credit Card,completed
TXN-10774,,"Feb 02, 2023",19,Femal,Great Britain,Beauty,,1,2.5,PayPal,pending
TXN-10775,,09/01/2023,41,male,us,Home & Kitchen,€330.68,2,4.4,Cash,
TXN-10776,CUST-305,2023/09/09,63,Femal,USA,Home,396.33,6,3.2,Wire Transfer,Refunded
TXN-10777, CUST_269 ,2023-02-09,63,Other,U.S.A.,home,33.3,8,4.8,credit_card,Returned
TXN-10047,CUST-125,04-17-2023,58,F,germany,CLOTHING,539.88,4,1.5,PayPal,pending
TXN-10779,CUST-237,08-23-2024,63,Female,france,Electronics,$456.81,10,4.6,,Pending
TXN-10780,CUST-110,"May 27, 2023",36,female,United States,Home & Kitchen,$285.29,4,4.7,paypal,
TXN-10781,CUST-255,18/10/2022,69,Male,,electronics,512.66,5,4.6,Cash,Pending
TXN-10782,CUST-351,2024-05-19,27,Other,United States,Electronics,245.5,8,3.6,Wire Transfer,COMPLETE
TXN-10783,CUST-150,2022/11/13,72,female,usa,Apparel,24.62,6,4.1,Credit Card,Pending
TXN-10784,CUST-216,05-07-2022,58,,UK,books,526.32,8,99.0,CC,Refunded
